Year,Ranking,Song,Album,Artist 1,Artist 2,Artist 3,Artist 4,Artist 5,Artist 6,Kevin,Approx Genre
2022,41,Save Your Tears (with Ariana Grande),Save Your Tears (Remix),The Weeknd,Ariana Grande,,,,,641,Pop
2022,42,Gamblin' Town,Canyons,Gone West,,,,,,642,Country
2022,43,What Could've Been,What Could've Been,D and Chi,Emma Oliver,,,,,643,Alternative
2022,44,UGLY,First Goodbye,Georgia Webster,,,,,,644,Pop
2022,45,God Turn It Around - Live,Church Of The City (Live),Church of the City,Jon Reddick,,,,,645,Worship
2022,46,Nothing Lasts Forever (with Tenille Townes),Backslider,Elvie Shaye,Tenille Townes,,,,,646,Country
2022,47,When To Say Goodbye,Canyons,Gone West,,,,,,647,Country
2022,48,Hate This Hometown,Hate This Hometown,Erin Kinsey,,,,,,648,Country
2022,49,Stuck Like Glue,The Incredible Machine,Sugarland,,,,,,649,Country
2022,50,Wishful Drinking (with Sam Hunt),Wishful Drinking (with Sam Hunt),Ingrid Andress,Sam Hunt,,,,,650,Country
2022,51,What If I Never Get Over You - Piano,What If I Never Get Over You (Piano Version),Lady A,,,,,,651,Country
2022,52,Amarillo By Morning,80s Country,George Strait,,,,,,652,Country
2022,53,Witness,Coping,Rosie Darling,,,,,,653,Pop
2022,54,7 Summers,7 Summers,Morgan Wallen,,,,,,654,Country
2022,55,My Heart Is a Bar,Old Dominion,Old Dominion,,,,,,655,Country
2022,56,The Good Ones,Goldmine,Gabby Barrett,,,,,,656,Country
2022,57,Tides,Canyons,Gone West,,,,,,657,Country
2022,58,Asking For A Friend,Dark Horse,Devin Dawson,,,,,,658,Country
2022,59,Blessed,Blessed,Lewis Brice,,,,,,659,Country
2022,60,Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,,,,,,660,Love
2022,61,Homesick,Experiment Extended,Kane Brown,,,,,,661,Country
2022,62,Right On Time,Right On Time,Lindsay Ell,,,,,,662,Country
2022,63,Talkin' Bout You,Canyons,Gone West,,,,,,663,Country
2022,64,Carrying Your Love With Me,Carrying Your Love With Me,George Strait,,,,,,664,Country
2022,65,I Bet You Think About Me (feat. Chris Stapleton) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,Chris Stapleton,,,,,665,Pop
2022,66,Battle,Coco,Colbie Caillat,,,,,,666,Pop
2022,67,Confetti,Tides,Gone West,,,,,,667,Country
2022,68,Box of Memories,First Goodbye,Georgia Webster,,,,,,668,Pop
2022,69,Damn Strait,Damn Strait,Scotty McCreery,,,,,,669,Country
2022,70,wAnt me back,heart theory,Lindsay Ell,,,,,,670,Country
2022,71,Realize,Coco,Colbie Caillat,,,,,,671,Pop
2022,72,Thinking 'Bout You (feat. Lauren Alaina),Tullahoma,Dustin Lynch,Lauren Alaina,,,,,672,Country
2022,73,I Don't Wanna Be,Chariot,Gavin DeGraw,,,,,,673,Alternative
2022,74,Somewhere Only We Know,The Best of Keane (Deluxe Edition),Keane,,,,,,674,Alternative
2022,75,R&R,Canyons,Gone West,,,,,,675,Country
2022,76,Maybe In Another Life,High,Caitlyn Smith,,,,,,676,Alternative
2022,77,when was it over? (feat. Sam Hunt(,when was it over? (feat. Sam Hunt(,Sasha Alex Sloan,Sam Hunt,,,,,677,Pop
2022,78,I Want To Love You,Lenachka,Lenachka,,,,,,678,Love
2022,79,Fall In Love,Fall In Love,Bailey Zimmerman,,,,,,679,Country
2022,80,Supernova,Supernova (Deluxe),Caitlyn Smith,,,,,,680,Alternative
2022,81,The Night,The Night,Morgan Wade,,,,,,681,Country
2022,82,Seeing Other People,Drinkin' Songs: The Collection,MacKenzie Porter,,,,,,682,Country
2022,83,"1,2 Many",What You See Is What You Get,Luke Combs,Brooks & Dunn,,,,,683,Country
2022,84,Set Fire to the Rain,21,Adele,,,,,,684,Love
2022,85,Wilder Days,Reckless,Morgan Wade,,,,,,685,Country
2022,86,May We All,Dig Your Roots,Florida Georgia Line,Tim McGraw,,,,,686,Country
2022,87,Tunnel Vision,Painting Pictures,Kodak Black,,,,,,687,Rap
2022,88,More Than My Hometown,Dangerous: The Double Album,Morgan Wallen,,,,,,688,Country
2022,89,Yesterday's Song,Yesterday's Song,Hunter Hayes,,,,,,689,Country
2022,90,Heart Like A Truck,Heart Like A Truck,Lainey Wilson,,,,,,690,Country
2022,91,Slow Dance In A Parking Lot,Slow Dance In A Parking Lot,Jordan Davis,,,,,,691,Country
2022,92,Only Just A Call Away,Everybody Wants,The Struts,,,,,,692,Pop
2022,93,Wish You Were The Whiskey,Wish You Were The Whiskey,Priscilla Block,,,,,,693,Country
2022,94,Butterfly Effect,"Love, Heartbreak, & Everything In Between",Tenielle Arts,,,,,,694,Country
2022,95,Songs About You,Songs About You,Brett Eldridge,,,,,,695,Country
2022,96,Truth About You,Truth About You,Mitchell Tenpenny,,,,,,696,Country
2022,97,Gotta Be Somebody,Dark Horse,Nickelback,,,,,,697,Rock
2022,98,AA,AA,Walker Hayes,,,,,,698,Country
2022,99,ONE BEER (feat. Lauren Alaina & Devin Dawson),HIXTAPE: Vol. 1,HARDY,Lauren Alaina,Devin Dawson,,,,699,Country
2022,100,EP. 2: Friends,EP. 2: Friends,Ian McConnell,,,,,,700,Alternative
2022,101,Nightsky,Nightsky,Tracey Chattaway,,,,,,701,Alternative
2023,1,7 Summers,7 Summers,Morgan Wallen,,,,,,702,Country
2023,2,Another In The Fire - Live,People (Live),Hillsong UNITED,,,,,,703,Worship
2023,3,Are You Gonna Kiss Me Or Not,Thompson Square,Thompson Square,,,,,,704,Country
2023,4,back in the saddle,back in the saddle,Ashley Cooke,,,,,,705,Country
2023,5,Blessed,Blessed,Lewis Brice,,,,,,706,Country
2023,6,Brokeness Aside,Brokeness Aside EP No. 1,All Sons & Daughters,Leslie Jordan,David Leonard,,,,707,Worship
2023,7,The Bullet,The Bullet,Derek Austin,Ashley Cooke,,,,,708,Country
2023,8,Can't Nobody,Can't Nobody,Mackenzie Carpenter,,,,,,709,Country
2023,9,Closer,For The Sake of the World,Bethel Music,Steffany Gretzinger,,,,,710,Worship
2023,10,Cupid - Twin Ver.,The Beginning: Cupid,FIFTY FIFTY,,,,,,711,Pop
2023,11,Dear God,Dear God,Hunter Hayes,,,,,,712,Country
2023,12,Enough,"The Work, Vol. I",Elias Dummer,,,,,,713,Worship
2023,13,Enough - Radio Version,Enough (Radio Version),Elias Dummer,,,,,,714,Worship
2023,14,Even If,Lifer,MercyMe,,,,,,715,Worship
2023,15,Ever Be - Live,We Will Not Be Shaken (Live),Bethel Music,kelsey,,,,,716,Worship
2023,16,Every Hour,Every Hour,David Leonard,Josh Baldwin,,,,,717,Worship
2023,17,Everything U Do - Live,Everything U Do,River Valley AGES,,,,,,718,Worship
2023,18,Fast Car,Gettin' Old,Luke Combs,,,,,,719,Country
2023,19,Fierce - Studio Version,Fierce (Studio Version),Jesus Culture,Chris Quilala,,,,,720,Worship
2023,20,First Things First,First Things First,Consumed By Fire,,,,,,721,Worship
2023,21,Found,I'll Be the Branches,Chris Renzema,,,,,,722,Worship
2023,22,Give Me Faith,Kingdom Come,Elevation Worship,,,,,,723,Worship
2023,23,God Turn It Around - Live,Church Of The City (Live),Church of the City,Jon Reddick,,,,,724,Worship
2023,24,Good Grace - Live,People (Live),Hillsong UNITED,Joel Houston,Matt Crocker,,,,725,Worship
2023,25,Grace Alone,Grace Alone - EP,The Modern Post,,,,,,726,Worship
2023,26,Greater Still,Song Sessions,Brandon Lake,Essential Worship,,,,,727,Worship
2023,27,Hills and Valleys (The Valleys Version),Hills and Valleys (Deluxe Edition),Tauren Wells,,,,,,728,Worship
2023,28,Homecoming - Live,Homecoming (Live),Bethel Music,Cory Asbury,Gable Price,,,,729,Worship
2023,29,Home Is Where The Heartbreak Is,Canyons,Gone West,,,,,,730,Country
2023,30,I Can't (feat. Old Dominion),Supernova (Deluxe),Caitlyn Smith,Old Dominion,,,,,731,Alternative
2023,31,I Don't Wanna Be,Chariot,Gavin DeGraw,,,,,,732,Alternative
2023,32,I'm Never Getting Over You,Canyons,Gone West,,,,,,733,Country
2023,33,"I Thank God (feat. Dante Brown, Maryanne Joshua George & Aaron Moses)",Move Your Heart,Maverick City Music,UPPERROOM,Dante Brown,Maryanne J. George,Aaron Moses,,734,Worship
2023,34,I Will Come To You,Middle Of Nowhere,Hanson,,,,,,735,Pop
2023,35,John Mayer Songs,Chapter 1: Things We're Not Saying,Georgia Webster,,,,,,736,Pop
2023,36,Last Night,3 Songs At A Time Sampler,Morgan Wallen,,,,,,737,Country
2023,37,Lately,Lately,Caitlyn Smith,,,,,,738,Alternative
2023,38,Let's Go - feat. TobyMac,Outta Space Love,Group 1 Crew,,,,,,739,Worship
2023,39,The Long Way Home,The Long Way Home,Neon Feather,David Dunn,,,,,740,Worship
2023,40,Maker of the Heavens,Heaven,Mosaic MSC,,,,,,741,Worship
2023,41,The Man Who Can't Be Moved,The Script,The Script,,,,,,742,Alternative
2023,42,Maybe In Another Life,High,Caitlyn Smith,,,,,,743,Alternative
2023,43,Monday Morning Faith - Acoustic,Monday Morning Faith (Acoustic),SEU Worship,Chelsea Plank,,,,,744,Worship
2023,44,Narcissist,Narcissist,Avery Anna,,,,,,745,Pop
2023,45,Not Sayin',Chapter 1: Things We're Not Saying,Georgia Webster,,,,,,746,Pop
2023,46,One Of Them Girls,Hey World,Lee Brice,,,,,,747,Country
2023,47,Only Just A Call Away,Everybody Wants,The Struts,,,,,,748,Pop
2023,48,Overwhelmed,Love Come To Life: The Redeemed Version,Big Daddy Weave,,,,,,749,Worship
2023,49,Psychopath,Psychopath,Morgan Wade,,,,,,750,Country
2023,50,Push & Pull,Push & Pull,Georgia Webster,,,,,,751,Pop
2023,51,Realize,Coco,Colbie Caillat,,,,,,752,Pop
2023,52,Rest on Us (feat. Brandon Lake & Eniola Abioye),Move Your Heart,Maverick City Music,UPPERROOM,Brandon Lake,Eniola Abioye,,,753,Worship
2023,53,The Same Love,The Same Love,Paul Baloche,,,,,,754,Worship
2023,54,Say (All I Need),Dreaming Out Loud,OneRepublic,,,,,,755,Alternative
2023,55,So Help Me God,Benjamin William Hastings,Benjamin William Hastings,,,,,,756,Worship
2023,56,sometimes - live in new york,brent (live in new york),Chelsea Cutler,,,,,,757,Alternative
2023,57,Somewhere Only We Know,The Best of Keane (Deluxe Edition),Keane,,,,,,758,Alternative
2023,58,So Will I (100 Billion X),Wonder,Hillsong UNITED,Benjamin William Hastings,,,,,759,Worship
2023,59,Sunrise,Sunrise,River Valley AGES,,,,,,760,Worship
2023,60,Take It Slow,Take It Slow,Conner Smith,,,,,,761,Country
2023,61,Take You At Your Word (with Benjamin William Hastings) - Live,God Is Good! (Live),Cody Carnes,Benjamin William Hastings,,,,,762,Worship
2023,62,Tell Your Mom,First Goodbye,Georgia Webster,,,,,,763,Pop
2023,63,That Summer,That Summer,Alex Mather,,,,,,764,Country
2023,64,What Could've Been,Canyons,Gone West,,,,,,765,Country
2023,65,What If I Never Get Over You,Ocean,Lady A,,,,,,766,Country
2023,66,What I Really Need,What I Really Need,Bryan Fowler,,,,,,767,Worship
2023,67,What I Really Need - Radio Version,What I Really Need (Radio Version),Bryan Fowler,,,,,,768,Worship
2023,68,What I Really Need - Song Session,What I Really Need (Song Session),Bryan Fowler,Essential Worship,,,,,769,Worship
2023,69,Whole Heart (Hold Me Now) - Live,People (Live),Hillsong UNITED,TAYA,,,,,770,Worship
2023,70,Yes I Will,Bright Faith Bold Future,Vertical Worship,,,,,,771,Worship
2023,71,Yesterday's Song,Yesterday's Song,Hunter Hayes,,,,,,772,Country
2023,72,You Found Me,The Fray,The Fray,,,,,,773,Alternative
2023,73,Your Love Never Fails - Live,Your Love Never Fails (Live),Jesus Culture,,,,,,774,Worship
2023,74,YOUR NAME IS POWER,YOUR NAME IS POWER,REND COLLECTIVE,,,,,,775,Worship
2023,75,,,,,,,,,776,
2023,76,,,,,,,,,777,
2023,77,,,,,,,,,778,
2023,78,,,,,,,,,779,
2023,79,,,,,,,,,780,
2023,80,,,,,,,,,781,
2023,81,,,,,,,,,782,
2023,82,,,,,,,,,783,
2023,83,,,,,,,,,784,
2023,84,,,,,,,,,785,
2023,85,,,,,,,,,786,
2023,86,,,,,,,,,787,
2023,87,,,,,,,,,788,
2023,88,,,,,,,,,789,
2023,89,,,,,,,,,790,
2023,90,,,,,,,,,791,
2023,91,,,,,,,,,792,
2023,92,,,,,,,,,793,
2023,93,,,,,,,,,794,
2023,94,,,,,,,,,795,
2023,95,,,,,,,,,796,
2023,96,,,,,,,,,797,
2023,97,,,,,,,,,798,
2023,98,,,,,,,,,799,
2023,99,,,,,,,,,800,
2023,100,,,,,,,,,801,
2023,101,,,,,,,,,802,
2023,102,,,,,,,,,803,
2023,103,,,,,,,,,804,
2023,104,,,,,,,,,805,
2023,105,,,,,,,,,806,
2023,106,,,,,,,,,807,
2023,107,,,,,,,,,808,
2023,108,,,,,,,,,809,
2023,109,,,,,,,,,810,
2023,110,,,,,,,,,811,
2023,111,,,,,,,,,812,
2023,112,,,,,,,,,813,
2023,113,,,,,,,,,814,
2023,114,,,,,,,,,815,
2023,115,,,,,,,,,816,
2023,116,,,,,,,,,817,
2023,117,,,,,,,,,818,
2023,118,,,,,,,,,819,
2023,119,,,,,,,,,820,
2023,120,,,,,,,,,,
2023,121,,,,,,,,,,
2023,122,,,,,,,,,,
2023,123,,,,,,,,,,
2023,124,,,,,,,,,,
2023,125,,,,,,,,,,
2023,126,,,,,,,,,,
2023,127,,,,,,,,,,
2023,128,,,,,,,,,,
2023,129,,,,,,,,,,
