Index,Syllable,Character Slot 1,Character Slot 2,Character Slot 3
614,깥,ㄲ,ㅏ,ㅌ
615,깦,ㄲ,ㅏ,ㅍ
616,깧,ㄲ,ㅏ,ㅎ
617,깨,ㄲ,ㅐ,
618,깩,ㄲ,ㅐ,ㄱ
619,깪,ㄲ,ㅐ,ㄲ
620,깫,ㄲ,ㅐ,ㄳ
621,깬,ㄲ,ㅐ,ㄴ
622,깭,ㄲ,ㅐ,ㄵ
623,깮,ㄲ,ㅐ,ㄶ
624,깯,ㄲ,ㅐ,ㄷ
625,깰,ㄲ,ㅐ,ㄹ
626,깱,ㄲ,ㅐ,ㄺ
627,깲,ㄲ,ㅐ,ㄻ
628,깳,ㄲ,ㅐ,ㄼ
629,깴,ㄲ,ㅐ,ㄽ
630,깵,ㄲ,ㅐ,ㄾ
631,깶,ㄲ,ㅐ,ㄿ
632,깷,ㄲ,ㅐ,ㅀ
633,깸,ㄲ,ㅐ,ㅁ
634,깹,ㄲ,ㅐ,ㅂ
635,깺,ㄲ,ㅐ,ㅄ
636,깻,ㄲ,ㅐ,ㅅ
637,깼,ㄲ,ㅐ,ㅆ
638,깽,ㄲ,ㅐ,ㅇ
639,깾,ㄲ,ㅐ,ㅈ
640,깿,ㄲ,ㅐ,ㅊ
641,꺀,ㄲ,ㅐ,ㅋ
642,꺁,ㄲ,ㅐ,ㅌ
643,꺂,ㄲ,ㅐ,ㅍ
644,꺃,ㄲ,ㅐ,ㅎ
645,꺄,ㄲ,ㅑ,
646,꺅,ㄲ,ㅑ,ㄱ
647,꺆,ㄲ,ㅑ,ㄲ
648,꺇,ㄲ,ㅑ,ㄳ
649,꺈,ㄲ,ㅑ,ㄴ
650,꺉,ㄲ,ㅑ,ㄵ
651,꺊,ㄲ,ㅑ,ㄶ
652,꺋,ㄲ,ㅑ,ㄷ
653,꺌,ㄲ,ㅑ,ㄹ
654,꺍,ㄲ,ㅑ,ㄺ
655,꺎,ㄲ,ㅑ,ㄻ
656,꺏,ㄲ,ㅑ,ㄼ
657,꺐,ㄲ,ㅑ,ㄽ
658,꺑,ㄲ,ㅑ,ㄾ
659,꺒,ㄲ,ㅑ,ㄿ
660,꺓,ㄲ,ㅑ,ㅀ
661,꺔,ㄲ,ㅑ,ㅁ
662,꺕,ㄲ,ㅑ,ㅂ
663,꺖,ㄲ,ㅑ,ㅄ
664,꺗,ㄲ,ㅑ,ㅅ
665,꺘,ㄲ,ㅑ,ㅆ
666,꺙,ㄲ,ㅑ,ㅇ
667,꺚,ㄲ,ㅑ,ㅈ
668,꺛,ㄲ,ㅑ,ㅊ
669,꺜,ㄲ,ㅑ,ㅋ
670,꺝,ㄲ,ㅑ,ㅌ
671,꺞,ㄲ,ㅑ,ㅍ
672,꺟,ㄲ,ㅑ,ㅎ
673,꺠,ㄲ,ㅒ,
674,꺡,ㄲ,ㅒ,ㄱ
675,꺢,ㄲ,ㅒ,ㄲ
676,꺣,ㄲ,ㅒ,ㄳ
677,꺤,ㄲ,ㅒ,ㄴ
678,꺥,ㄲ,ㅒ,ㄵ
679,꺦,ㄲ,ㅒ,ㄶ
680,꺧,ㄲ,ㅒ,ㄷ
681,꺨,ㄲ,ㅒ,ㄹ
682,꺩,ㄲ,ㅒ,ㄺ
683,꺪,ㄲ,ㅒ,ㄻ
684,꺫,ㄲ,ㅒ,ㄼ
685,꺬,ㄲ,ㅒ,ㄽ
686,꺭,ㄲ,ㅒ,ㄾ
687,꺮,ㄲ,ㅒ,ㄿ
688,꺯,ㄲ,ㅒ,ㅀ
689,꺰,ㄲ,ㅒ,ㅁ
690,꺱,ㄲ,ㅒ,ㅂ
691,꺲,ㄲ,ㅒ,ㅄ
692,꺳,ㄲ,ㅒ,ㅅ
693,꺴,ㄲ,ㅒ,ㅆ
694,꺵,ㄲ,ㅒ,ㅇ
695,꺶,ㄲ,ㅒ,ㅈ
696,꺷,ㄲ,ㅒ,ㅊ
697,꺸,ㄲ,ㅒ,ㅋ
698,꺹,ㄲ,ㅒ,ㅌ
699,꺺,ㄲ,ㅒ,ㅍ
700,꺻,ㄲ,ㅒ,ㅎ
701,꺼,ㄲ,ㅓ,
702,꺽,ㄲ,ㅓ,ㄱ
703,꺾,ㄲ,ㅓ,ㄲ
704,꺿,ㄲ,ㅓ,ㄳ
705,껀,ㄲ,ㅓ,ㄴ
706,껁,ㄲ,ㅓ,ㄵ
707,껂,ㄲ,ㅓ,ㄶ
708,껃,ㄲ,ㅓ,ㄷ
709,껄,ㄲ,ㅓ,ㄹ
710,껅,ㄲ,ㅓ,ㄺ
711,껆,ㄲ,ㅓ,ㄻ
712,껇,ㄲ,ㅓ,ㄼ
713,껈,ㄲ,ㅓ,ㄽ
714,껉,ㄲ,ㅓ,ㄾ
715,껊,ㄲ,ㅓ,ㄿ
716,껋,ㄲ,ㅓ,ㅀ
717,껌,ㄲ,ㅓ,ㅁ
718,껍,ㄲ,ㅓ,ㅂ
719,껎,ㄲ,ㅓ,ㅄ
720,껏,ㄲ,ㅓ,ㅅ
721,껐,ㄲ,ㅓ,ㅆ
722,껑,ㄲ,ㅓ,ㅇ
723,껒,ㄲ,ㅓ,ㅈ
724,껓,ㄲ,ㅓ,ㅊ
725,껔,ㄲ,ㅓ,ㅋ
726,껕,ㄲ,ㅓ,ㅌ
727,껖,ㄲ,ㅓ,ㅍ
728,껗,ㄲ,ㅓ,ㅎ
729,께,ㄲ,ㅔ,
730,껙,ㄲ,ㅔ,ㄱ
731,껚,ㄲ,ㅔ,ㄲ
732,껛,ㄲ,ㅔ,ㄳ
733,껜,ㄲ,ㅔ,ㄴ
734,껝,ㄲ,ㅔ,ㄵ
735,껞,ㄲ,ㅔ,ㄶ
736,껟,ㄲ,ㅔ,ㄷ
737,껠,ㄲ,ㅔ,ㄹ
738,껡,ㄲ,ㅔ,ㄺ
739,껢,ㄲ,ㅔ,ㄻ
740,껣,ㄲ,ㅔ,ㄼ
741,껤,ㄲ,ㅔ,ㄽ
742,껥,ㄲ,ㅔ,ㄾ
743,껦,ㄲ,ㅔ,ㄿ
744,껧,ㄲ,ㅔ,ㅀ
745,껨,ㄲ,ㅔ,ㅁ
746,껩,ㄲ,ㅔ,ㅂ
747,껪,ㄲ,ㅔ,ㅄ
748,껫,ㄲ,ㅔ,ㅅ
749,껬,ㄲ,ㅔ,ㅆ
750,껭,ㄲ,ㅔ,ㅇ
751,껮,ㄲ,ㅔ,ㅈ
752,껯,ㄲ,ㅔ,ㅊ
753,껰,ㄲ,ㅔ,ㅋ
754,껱,ㄲ,ㅔ,ㅌ
755,껲,ㄲ,ㅔ,ㅍ
756,껳,ㄲ,ㅔ,ㅎ
757,껴,ㄲ,ㅕ,
758,껵,ㄲ,ㅕ,ㄱ
759,껶,ㄲ,ㅕ,ㄲ
760,껷,ㄲ,ㅕ,ㄳ
761,껸,ㄲ,ㅕ,ㄴ
762,껹,ㄲ,ㅕ,ㄵ
763,껺,ㄲ,ㅕ,ㄶ
764,껻,ㄲ,ㅕ,ㄷ
765,껼,ㄲ,ㅕ,ㄹ
766,껽,ㄲ,ㅕ,ㄺ
767,껾,ㄲ,ㅕ,ㄻ
768,껿,ㄲ,ㅕ,ㄼ
769,꼀,ㄲ,ㅕ,ㄽ
770,꼁,ㄲ,ㅕ,ㄾ
771,꼂,ㄲ,ㅕ,ㄿ
772,꼃,ㄲ,ㅕ,ㅀ
773,꼄,ㄲ,ㅕ,ㅁ
774,꼅,ㄲ,ㅕ,ㅂ
775,꼆,ㄲ,ㅕ,ㅄ
776,꼇,ㄲ,ㅕ,ㅅ
777,꼈,ㄲ,ㅕ,ㅆ
778,꼉,ㄲ,ㅕ,ㅇ
779,꼊,ㄲ,ㅕ,ㅈ
780,꼋,ㄲ,ㅕ,ㅊ
781,꼌,ㄲ,ㅕ,ㅋ
782,꼍,ㄲ,ㅕ,ㅌ
783,꼎,ㄲ,ㅕ,ㅍ
784,꼏,ㄲ,ㅕ,ㅎ
785,꼐,ㄲ,ㅖ,
786,꼑,ㄲ,ㅖ,ㄱ
787,꼒,ㄲ,ㅖ,ㄲ
788,꼓,ㄲ,ㅖ,ㄳ
789,꼔,ㄲ,ㅖ,ㄴ
790,꼕,ㄲ,ㅖ,ㄵ
791,꼖,ㄲ,ㅖ,ㄶ
792,꼗,ㄲ,ㅖ,ㄷ
793,꼘,ㄲ,ㅖ,ㄹ
794,꼙,ㄲ,ㅖ,ㄺ
795,꼚,ㄲ,ㅖ,ㄻ
796,꼛,ㄲ,ㅖ,ㄼ
797,꼜,ㄲ,ㅖ,ㄽ
798,꼝,ㄲ,ㅖ,ㄾ
799,꼞,ㄲ,ㅖ,ㄿ
800,꼟,ㄲ,ㅖ,ㅀ
801,꼠,ㄲ,ㅖ,ㅁ
802,꼡,ㄲ,ㅖ,ㅂ
803,꼢,ㄲ,ㅖ,ㅄ
804,꼣,ㄲ,ㅖ,ㅅ
805,꼤,ㄲ,ㅖ,ㅆ
806,꼥,ㄲ,ㅖ,ㅇ
807,꼦,ㄲ,ㅖ,ㅈ
808,꼧,ㄲ,ㅖ,ㅊ
809,꼨,ㄲ,ㅖ,ㅋ
810,꼩,ㄲ,ㅖ,ㅌ
811,꼪,ㄲ,ㅖ,ㅍ
812,꼫,ㄲ,ㅖ,ㅎ
813,꼬,ㄲ,ㅗ,
814,꼭,ㄲ,ㅗ,ㄱ
815,꼮,ㄲ,ㅗ,ㄲ
816,꼯,ㄲ,ㅗ,ㄳ
817,꼰,ㄲ,ㅗ,ㄴ
818,꼱,ㄲ,ㅗ,ㄵ
819,꼲,ㄲ,ㅗ,ㄶ
820,꼳,ㄲ,ㅗ,ㄷ
821,꼴,ㄲ,ㅗ,ㄹ
822,꼵,ㄲ,ㅗ,ㄺ
823,꼶,ㄲ,ㅗ,ㄻ
824,꼷,ㄲ,ㅗ,ㄼ
825,꼸,ㄲ,ㅗ,ㄽ
826,꼹,ㄲ,ㅗ,ㄾ
827,꼺,ㄲ,ㅗ,ㄿ
828,꼻,ㄲ,ㅗ,ㅀ
829,꼼,ㄲ,ㅗ,ㅁ
830,꼽,ㄲ,ㅗ,ㅂ
831,꼾,ㄲ,ㅗ,ㅄ
832,꼿,ㄲ,ㅗ,ㅅ
833,꽀,ㄲ,ㅗ,ㅆ
834,꽁,ㄲ,ㅗ,ㅇ
835,꽂,ㄲ,ㅗ,ㅈ
836,꽃,ㄲ,ㅗ,ㅊ
837,꽄,ㄲ,ㅗ,ㅋ
838,꽅,ㄲ,ㅗ,ㅌ
839,꽆,ㄲ,ㅗ,ㅍ
840,꽇,ㄲ,ㅗ,ㅎ
841,꽈,ㄲ,ㅘ,
842,꽉,ㄲ,ㅘ,ㄱ
843,꽊,ㄲ,ㅘ,ㄲ
844,꽋,ㄲ,ㅘ,ㄳ
845,꽌,ㄲ,ㅘ,ㄴ
846,꽍,ㄲ,ㅘ,ㄵ
847,꽎,ㄲ,ㅘ,ㄶ
848,꽏,ㄲ,ㅘ,ㄷ
849,꽐,ㄲ,ㅘ,ㄹ
850,꽑,ㄲ,ㅘ,ㄺ
851,꽒,ㄲ,ㅘ,ㄻ
852,꽓,ㄲ,ㅘ,ㄼ
853,꽔,ㄲ,ㅘ,ㄽ
854,꽕,ㄲ,ㅘ,ㄾ
855,꽖,ㄲ,ㅘ,ㄿ
856,꽗,ㄲ,ㅘ,ㅀ
857,꽘,ㄲ,ㅘ,ㅁ
858,꽙,ㄲ,ㅘ,ㅂ
859,꽚,ㄲ,ㅘ,ㅄ
860,꽛,ㄲ,ㅘ,ㅅ
861,꽜,ㄲ,ㅘ,ㅆ
862,꽝,ㄲ,ㅘ,ㅇ
863,꽞,ㄲ,ㅘ,ㅈ
864,꽟,ㄲ,ㅘ,ㅊ
865,꽠,ㄲ,ㅘ,ㅋ
866,꽡,ㄲ,ㅘ,ㅌ
867,꽢,ㄲ,ㅘ,ㅍ
868,꽣,ㄲ,ㅘ,ㅎ
869,꽤,ㄲ,ㅙ,
870,꽥,ㄲ,ㅙ,ㄱ
871,꽦,ㄲ,ㅙ,ㄲ
872,꽧,ㄲ,ㅙ,ㄳ
873,꽨,ㄲ,ㅙ,ㄴ
874,꽩,ㄲ,ㅙ,ㄵ
875,꽪,ㄲ,ㅙ,ㄶ
876,꽫,ㄲ,ㅙ,ㄷ
877,꽬,ㄲ,ㅙ,ㄹ
878,꽭,ㄲ,ㅙ,ㄺ
879,꽮,ㄲ,ㅙ,ㄻ
880,꽯,ㄲ,ㅙ,ㄼ
881,꽰,ㄲ,ㅙ,ㄽ
882,꽱,ㄲ,ㅙ,ㄾ
883,꽲,ㄲ,ㅙ,ㄿ
884,꽳,ㄲ,ㅙ,ㅀ
885,꽴,ㄲ,ㅙ,ㅁ
886,꽵,ㄲ,ㅙ,ㅂ
887,꽶,ㄲ,ㅙ,ㅄ
888,꽷,ㄲ,ㅙ,ㅅ
889,꽸,ㄲ,ㅙ,ㅆ
890,꽹,ㄲ,ㅙ,ㅇ
891,꽺,ㄲ,ㅙ,ㅈ
892,꽻,ㄲ,ㅙ,ㅊ
893,꽼,ㄲ,ㅙ,ㅋ
894,꽽,ㄲ,ㅙ,ㅌ
895,꽾,ㄲ,ㅙ,ㅍ
896,꽿,ㄲ,ㅙ,ㅎ
897,꾀,ㄲ,ㅚ,
898,꾁,ㄲ,ㅚ,ㄱ
899,꾂,ㄲ,ㅚ,ㄲ
900,꾃,ㄲ,ㅚ,ㄳ
901,꾄,ㄲ,ㅚ,ㄴ
902,꾅,ㄲ,ㅚ,ㄵ
903,꾆,ㄲ,ㅚ,ㄶ
904,꾇,ㄲ,ㅚ,ㄷ
905,꾈,ㄲ,ㅚ,ㄹ
906,꾉,ㄲ,ㅚ,ㄺ
907,꾊,ㄲ,ㅚ,ㄻ
908,꾋,ㄲ,ㅚ,ㄼ
909,꾌,ㄲ,ㅚ,ㄽ
910,꾍,ㄲ,ㅚ,ㄾ
911,꾎,ㄲ,ㅚ,ㄿ
912,꾏,ㄲ,ㅚ,ㅀ
913,꾐,ㄲ,ㅚ,ㅁ
914,꾑,ㄲ,ㅚ,ㅂ
915,꾒,ㄲ,ㅚ,ㅄ
916,꾓,ㄲ,ㅚ,ㅅ
917,꾔,ㄲ,ㅚ,ㅆ
918,꾕,ㄲ,ㅚ,ㅇ
919,꾖,ㄲ,ㅚ,ㅈ
920,꾗,ㄲ,ㅚ,ㅊ
921,꾘,ㄲ,ㅚ,ㅋ
922,꾙,ㄲ,ㅚ,ㅌ
923,꾚,ㄲ,ㅚ,ㅍ
924,꾛,ㄲ,ㅚ,ㅎ
925,꾜,ㄲ,ㅛ,
926,꾝,ㄲ,ㅛ,ㄱ
927,꾞,ㄲ,ㅛ,ㄲ
928,꾟,ㄲ,ㅛ,ㄳ
929,꾠,ㄲ,ㅛ,ㄴ
930,꾡,ㄲ,ㅛ,ㄵ
931,꾢,ㄲ,ㅛ,ㄶ
932,꾣,ㄲ,ㅛ,ㄷ
933,꾤,ㄲ,ㅛ,ㄹ
934,꾥,ㄲ,ㅛ,ㄺ
935,꾦,ㄲ,ㅛ,ㄻ
936,꾧,ㄲ,ㅛ,ㄼ
937,꾨,ㄲ,ㅛ,ㄽ
938,꾩,ㄲ,ㅛ,ㄾ
939,꾪,ㄲ,ㅛ,ㄿ
940,꾫,ㄲ,ㅛ,ㅀ
941,꾬,ㄲ,ㅛ,ㅁ
942,꾭,ㄲ,ㅛ,ㅂ
943,꾮,ㄲ,ㅛ,ㅄ
944,꾯,ㄲ,ㅛ,ㅅ
945,꾰,ㄲ,ㅛ,ㅆ
946,꾱,ㄲ,ㅛ,ㅇ
947,꾲,ㄲ,ㅛ,ㅈ
948,꾳,ㄲ,ㅛ,ㅊ
949,꾴,ㄲ,ㅛ,ㅋ
950,꾵,ㄲ,ㅛ,ㅌ
951,꾶,ㄲ,ㅛ,ㅍ
952,꾷,ㄲ,ㅛ,ㅎ
953,꾸,ㄲ,ㅜ,
954,꾹,ㄲ,ㅜ,ㄱ
955,꾺,ㄲ,ㅜ,ㄲ
956,꾻,ㄲ,ㅜ,ㄳ
957,꾼,ㄲ,ㅜ,ㄴ
958,꾽,ㄲ,ㅜ,ㄵ
959,꾾,ㄲ,ㅜ,ㄶ
960,꾿,ㄲ,ㅜ,ㄷ
961,꿀,ㄲ,ㅜ,ㄹ
962,꿁,ㄲ,ㅜ,ㄺ
963,꿂,ㄲ,ㅜ,ㄻ
964,꿃,ㄲ,ㅜ,ㄼ
965,꿄,ㄲ,ㅜ,ㄽ
966,꿅,ㄲ,ㅜ,ㄾ
967,꿆,ㄲ,ㅜ,ㄿ
968,꿇,ㄲ,ㅜ,ㅀ
969,꿈,ㄲ,ㅜ,ㅁ
970,꿉,ㄲ,ㅜ,ㅂ
971,꿊,ㄲ,ㅜ,ㅄ
972,꿋,ㄲ,ㅜ,ㅅ
973,꿌,ㄲ,ㅜ,ㅆ
974,꿍,ㄲ,ㅜ,ㅇ
975,꿎,ㄲ,ㅜ,ㅈ
976,꿏,ㄲ,ㅜ,ㅊ
977,꿐,ㄲ,ㅜ,ㅋ
978,꿑,ㄲ,ㅜ,ㅌ
979,꿒,ㄲ,ㅜ,ㅍ
980,꿓,ㄲ,ㅜ,ㅎ
981,꿔,ㄲ,ㅝ,
982,꿕,ㄲ,ㅝ,ㄱ
983,꿖,ㄲ,ㅝ,ㄲ
984,꿗,ㄲ,ㅝ,ㄳ
985,꿘,ㄲ,ㅝ,ㄴ
986,꿙,ㄲ,ㅝ,ㄵ
987,꿚,ㄲ,ㅝ,ㄶ
988,꿛,ㄲ,ㅝ,ㄷ
989,꿜,ㄲ,ㅝ,ㄹ
990,꿝,ㄲ,ㅝ,ㄺ
991,꿞,ㄲ,ㅝ,ㄻ
992,꿟,ㄲ,ㅝ,ㄼ
993,꿠,ㄲ,ㅝ,ㄽ
994,꿡,ㄲ,ㅝ,ㄾ
995,꿢,ㄲ,ㅝ,ㄿ
996,꿣,ㄲ,ㅝ,ㅀ
997,꿤,ㄲ,ㅝ,ㅁ
998,꿥,ㄲ,ㅝ,ㅂ
999,꿦,ㄲ,ㅝ,ㅄ
1000,꿧,ㄲ,ㅝ,ㅅ
1001,꿨,ㄲ,ㅝ,ㅆ
1002,꿩,ㄲ,ㅝ,ㅇ
1003,꿪,ㄲ,ㅝ,ㅈ
1004,꿫,ㄲ,ㅝ,ㅊ
1005,꿬,ㄲ,ㅝ,ㅋ
1006,꿭,ㄲ,ㅝ,ㅌ
1007,꿮,ㄲ,ㅝ,ㅍ
1008,꿯,ㄲ,ㅝ,ㅎ
1009,꿰,ㄲ,ㅞ,
1010,꿱,ㄲ,ㅞ,ㄱ
1011,꿲,ㄲ,ㅞ,ㄲ
1012,꿳,ㄲ,ㅞ,ㄳ
1013,꿴,ㄲ,ㅞ,ㄴ
1014,꿵,ㄲ,ㅞ,ㄵ
1015,꿶,ㄲ,ㅞ,ㄶ
1016,꿷,ㄲ,ㅞ,ㄷ
1017,꿸,ㄲ,ㅞ,ㄹ
1018,꿹,ㄲ,ㅞ,ㄺ
1019,꿺,ㄲ,ㅞ,ㄻ
1020,꿻,ㄲ,ㅞ,ㄼ
1021,꿼,ㄲ,ㅞ,ㄽ
1022,꿽,ㄲ,ㅞ,ㄾ
1023,꿾,ㄲ,ㅞ,ㄿ
1024,꿿,ㄲ,ㅞ,ㅀ
1025,뀀,ㄲ,ㅞ,ㅁ
1026,뀁,ㄲ,ㅞ,ㅂ
1027,뀂,ㄲ,ㅞ,ㅄ
1028,뀃,ㄲ,ㅞ,ㅅ
1029,뀄,ㄲ,ㅞ,ㅆ
1030,뀅,ㄲ,ㅞ,ㅇ
1031,뀆,ㄲ,ㅞ,ㅈ
1032,뀇,ㄲ,ㅞ,ㅊ
1033,뀈,ㄲ,ㅞ,ㅋ
1034,뀉,ㄲ,ㅞ,ㅌ
1035,뀊,ㄲ,ㅞ,ㅍ
1036,뀋,ㄲ,ㅞ,ㅎ
1037,뀌,ㄲ,ㅟ,
1038,뀍,ㄲ,ㅟ,ㄱ
1039,뀎,ㄲ,ㅟ,ㄲ
1040,뀏,ㄲ,ㅟ,ㄳ
1041,뀐,ㄲ,ㅟ,ㄴ
1042,뀑,ㄲ,ㅟ,ㄵ
1043,뀒,ㄲ,ㅟ,ㄶ
1044,뀓,ㄲ,ㅟ,ㄷ
1045,뀔,ㄲ,ㅟ,ㄹ
1046,뀕,ㄲ,ㅟ,ㄺ
1047,뀖,ㄲ,ㅟ,ㄻ
1048,뀗,ㄲ,ㅟ,ㄼ
1049,뀘,ㄲ,ㅟ,ㄽ
1050,뀙,ㄲ,ㅟ,ㄾ
1051,뀚,ㄲ,ㅟ,ㄿ
1052,뀛,ㄲ,ㅟ,ㅀ
1053,뀜,ㄲ,ㅟ,ㅁ
1054,뀝,ㄲ,ㅟ,ㅂ
1055,뀞,ㄲ,ㅟ,ㅄ
1056,뀟,ㄲ,ㅟ,ㅅ
1057,뀠,ㄲ,ㅟ,ㅆ
1058,뀡,ㄲ,ㅟ,ㅇ
1059,뀢,ㄲ,ㅟ,ㅈ
1060,뀣,ㄲ,ㅟ,ㅊ
1061,뀤,ㄲ,ㅟ,ㅋ
1062,뀥,ㄲ,ㅟ,ㅌ
1063,뀦,ㄲ,ㅟ,ㅍ
1064,뀧,ㄲ,ㅟ,ㅎ
1065,뀨,ㄲ,ㅠ,
1066,뀩,ㄲ,ㅠ,ㄱ
1067,뀪,ㄲ,ㅠ,ㄲ
1068,뀫,ㄲ,ㅠ,ㄳ
1069,뀬,ㄲ,ㅠ,ㄴ
1070,뀭,ㄲ,ㅠ,ㄵ
1071,뀮,ㄲ,ㅠ,ㄶ
1072,뀯,ㄲ,ㅠ,ㄷ
1073,뀰,ㄲ,ㅠ,ㄹ
1074,뀱,ㄲ,ㅠ,ㄺ
1075,뀲,ㄲ,ㅠ,ㄻ
1076,뀳,ㄲ,ㅠ,ㄼ
1077,뀴,ㄲ,ㅠ,ㄽ
1078,뀵,ㄲ,ㅠ,ㄾ
1079,뀶,ㄲ,ㅠ,ㄿ
1080,뀷,ㄲ,ㅠ,ㅀ
1081,뀸,ㄲ,ㅠ,ㅁ
1082,뀹,ㄲ,ㅠ,ㅂ
1083,뀺,ㄲ,ㅠ,ㅄ
1084,뀻,ㄲ,ㅠ,ㅅ
1085,뀼,ㄲ,ㅠ,ㅆ
1086,뀽,ㄲ,ㅠ,ㅇ
1087,뀾,ㄲ,ㅠ,ㅈ
1088,뀿,ㄲ,ㅠ,ㅊ
1089,끀,ㄲ,ㅠ,ㅋ
1090,끁,ㄲ,ㅠ,ㅌ
1091,끂,ㄲ,ㅠ,ㅍ
1092,끃,ㄲ,ㅠ,ㅎ
1093,끄,ㄲ,ㅡ,
1094,끅,ㄲ,ㅡ,ㄱ
1095,끆,ㄲ,ㅡ,ㄲ
1096,끇,ㄲ,ㅡ,ㄳ
1097,끈,ㄲ,ㅡ,ㄴ
1098,끉,ㄲ,ㅡ,ㄵ
1099,끊,ㄲ,ㅡ,ㄶ
1100,끋,ㄲ,ㅡ,ㄷ
1101,끌,ㄲ,ㅡ,ㄹ
1102,끍,ㄲ,ㅡ,ㄺ
1103,끎,ㄲ,ㅡ,ㄻ
1104,끏,ㄲ,ㅡ,ㄼ
1105,끐,ㄲ,ㅡ,ㄽ
1106,끑,ㄲ,ㅡ,ㄾ
1107,끒,ㄲ,ㅡ,ㄿ
1108,끓,ㄲ,ㅡ,ㅀ
1109,끔,ㄲ,ㅡ,ㅁ
1110,끕,ㄲ,ㅡ,ㅂ
1111,끖,ㄲ,ㅡ,ㅄ
1112,끗,ㄲ,ㅡ,ㅅ
1113,끘,ㄲ,ㅡ,ㅆ
1114,끙,ㄲ,ㅡ,ㅇ
1115,끚,ㄲ,ㅡ,ㅈ
1116,끛,ㄲ,ㅡ,ㅊ
1117,끜,ㄲ,ㅡ,ㅋ
1118,끝,ㄲ,ㅡ,ㅌ
1119,끞,ㄲ,ㅡ,ㅍ
1120,끟,ㄲ,ㅡ,ㅎ
1121,끠,ㄲ,ㅢ,
1122,끡,ㄲ,ㅢ,ㄱ
1123,끢,ㄲ,ㅢ,ㄲ
1124,끣,ㄲ,ㅢ,ㄳ
1125,끤,ㄲ,ㅢ,ㄴ
1126,끥,ㄲ,ㅢ,ㄵ
1127,끦,ㄲ,ㅢ,ㄶ
1128,끧,ㄲ,ㅢ,ㄷ
1129,끨,ㄲ,ㅢ,ㄹ
1130,끩,ㄲ,ㅢ,ㄺ
1131,끪,ㄲ,ㅢ,ㄻ
1132,끫,ㄲ,ㅢ,ㄼ
1133,끬,ㄲ,ㅢ,ㄽ
1134,끭,ㄲ,ㅢ,ㄾ
1135,끮,ㄲ,ㅢ,ㄿ
1136,끯,ㄲ,ㅢ,ㅀ
1137,끰,ㄲ,ㅢ,ㅁ
1138,끱,ㄲ,ㅢ,ㅂ
1139,끲,ㄲ,ㅢ,ㅄ
1140,끳,ㄲ,ㅢ,ㅅ
1141,끴,ㄲ,ㅢ,ㅆ
1142,끵,ㄲ,ㅢ,ㅇ
1143,끶,ㄲ,ㅢ,ㅈ
1144,끷,ㄲ,ㅢ,ㅊ
1145,끸,ㄲ,ㅢ,ㅋ
1146,끹,ㄲ,ㅢ,ㅌ
1147,끺,ㄲ,ㅢ,ㅍ
1148,끻,ㄲ,ㅢ,ㅎ
1149,끼,ㄲ,ㅣ,
1150,끽,ㄲ,ㅣ,ㄱ
1151,끾,ㄲ,ㅣ,ㄲ
1152,끿,ㄲ,ㅣ,ㄳ
1153,낀,ㄲ,ㅣ,ㄴ
1154,낁,ㄲ,ㅣ,ㄵ
1155,낂,ㄲ,ㅣ,ㄶ
1156,낃,ㄲ,ㅣ,ㄷ
1157,낄,ㄲ,ㅣ,ㄹ
1158,낅,ㄲ,ㅣ,ㄺ
1159,낆,ㄲ,ㅣ,ㄻ
1160,낇,ㄲ,ㅣ,ㄼ
1161,낈,ㄲ,ㅣ,ㄽ
1162,낉,ㄲ,ㅣ,ㄾ
1163,낊,ㄲ,ㅣ,ㄿ
1164,낋,ㄲ,ㅣ,ㅀ
1165,낌,ㄲ,ㅣ,ㅁ
1166,낍,ㄲ,ㅣ,ㅂ
1167,낎,ㄲ,ㅣ,ㅄ
1168,낏,ㄲ,ㅣ,ㅅ
1169,낐,ㄲ,ㅣ,ㅆ
1170,낑,ㄲ,ㅣ,ㅇ
1171,낒,ㄲ,ㅣ,ㅈ
1172,낓,ㄲ,ㅣ,ㅊ
1173,낔,ㄲ,ㅣ,ㅋ
1174,낕,ㄲ,ㅣ,ㅌ
1175,낖,ㄲ,ㅣ,ㅍ
1176,낗,ㄲ,ㅣ,ㅎ
1177,나,ㄴ,ㅏ,
1178,낙,ㄴ,ㅏ,ㄱ
1179,낚,ㄴ,ㅏ,ㄲ
1180,낛,ㄴ,ㅏ,ㄳ
1181,난,ㄴ,ㅏ,ㄴ
1182,낝,ㄴ,ㅏ,ㄵ
1183,낞,ㄴ,ㅏ,ㄶ
1184,낟,ㄴ,ㅏ,ㄷ
1185,날,ㄴ,ㅏ,ㄹ
1186,낡,ㄴ,ㅏ,ㄺ
1187,낢,ㄴ,ㅏ,ㄻ
1188,낣,ㄴ,ㅏ,ㄼ
1189,낤,ㄴ,ㅏ,ㄽ
1190,낥,ㄴ,ㅏ,ㄾ
1191,낦,ㄴ,ㅏ,ㄿ
1192,낧,ㄴ,ㅏ,ㅀ
1193,남,ㄴ,ㅏ,ㅁ
1194,납,ㄴ,ㅏ,ㅂ
1195,낪,ㄴ,ㅏ,ㅄ
1196,낫,ㄴ,ㅏ,ㅅ
1197,났,ㄴ,ㅏ,ㅆ
1198,낭,ㄴ,ㅏ,ㅇ
1199,낮,ㄴ,ㅏ,ㅈ
