Kevin,Person,Date,Sport,Legs,#VALUE!,End,#VALUE!,#VALUE!,#VALUE!,Barstool Boost,#VALUE!,#VALUE!,#VALUE!,#VALUE!,Kevin,No,Barstool,Self,Help,Help,,Blank,Box Score,Help,Kevin
Kevin,Person,Date,Sport,Legs,Wager,End,Payout,Description,Notes,Boost,Before,After,To Win,To Profit,Influence,Live,Sportsbook,Venmo,Sponsor,Cash Back?,,,,,
83,Kevin,1/9/2022,NFL,1,$163.00,CASHED OUT,$0.00,Dallas Cowboys -3 (San Francisco 49ers @ Dallas Cowboys),Dallas Cowboys -3 (San Francisco 49ers @ Dallas Cowboys),None,-110,-110,$311.18,$148.18,Kevin,No,DK,Self,,,,,,$0.00,
84,Kevin,1/9/2022,NFL,1,$100.00,W,$61.00,Tampa Bay Buccaneers ML (Carolina Panthers @ Tampa Bay Buccaneers),Tampa Bay Buccaneers ML (Carolina Panthers @ Tampa Bay Buccaneers),None,-165,-165,$161.00,$61.00,Kevin,Yes,Barstool,Self,,,3:30 lefft,,,$61.00,
85,Kevin,1/9/2022,NFL,1,$10.00,L,-$10.00,Austin Ekeler - First TD Scorer (Los Angeles Chargers @ Las Vegas Raiders),Austin Ekeler - First TD Scorer (Los Angeles Chargers @ Las Vegas Raiders),None,525,525,$62.50,$52.50,Kevin,No,Barstool,Self,,,,,,-$10.00,
86,,,,,,,,,,,,,,,,,,,,,,,,,
87,Kevin,1/10/2022,NCAAF,2,$50.00,L,-$50.00,CFB Super Boost - Georgia and Alabama to Each Score 21+ Points (1/10),CFB Super Boost - Georgia and Alabama to Each Score 21+ Points (1/10),FD Boost,-125,130,$115.00,$65.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
88,Kevin,1/10/2022,NCAAF,1,$134.00,L,-$134.00,Alabama +2.5 (Georgia vs Alabama),Alabama +2.5 (Georgia vs Alabama),None,100,100,$268.00,$134.00,Kevin,No,Fan Duel,Self,,,,,,-$134.00,
89,Kevin,1/10/2022,NBA,1,$7.00,CASHED OUT,$0.00,Milwaukee Bucks ML (Milwaukee Bucks @ Charlotte Hornets),Milwaukee Bucks ML (Milwaukee Bucks @ Charlotte Hornets),None,-140,-140,$12.00,$5.00,Kevin,No,DK,Self,,,,,,$0.00,
90,Kevin,1/10/2022,NCAAF,3,$250.00,L,-$250.00,3 lef NCAAF SGP parlay (Georgia vs Alabama),"3 lef NCAAF SGP parlay (Georgia vs Alabama). Alabama ML, Alabama ML 1st Half (3 Way), Alabama ML 1st Quarter (3 Way). Cobmined +340, no boost",None,340,340,"$1,100.00",$850.00,Kevin,No,DK,Self,,,,,,-$250.00,
91,Kevin,1/10/2022,NBA,1,$250.00,W,$250.00,Under 57.5 Total Points 1Q (Milwaukee Bucks @ Charlotte Hornets),Under 57.5 Total Points 1Q (Milwaukee Bucks @ Charlotte Hornets),Free Bet,100,100,$500.00,$250.00,Kevin,No,DK,Self,,,,,,$250.00,
92,Kevin,1/10/2022,NCAAF,1,$100.00,L,-$100.00,Alabama ML (Georgia vs Alabama),Alabama ML (Georgia vs Alabama),None,135,135,$235.00,$135.00,Kevin,No,DK,Self,,,,,,-$100.00,
93,Dad,1/10/2022,MLB,1,$50.00,CASHED OUT,$0.00,Chicago White Sox - AL Champions 2022,Chicago White Sox - AL Champions 2022,None,550,550,$325.00,$275.00,Dad,No,DK,Self,,,,,,$0.00,
94,Kevin,1/10/2022,NCAAF,1,$137.54,W,$158.17,GEORGIA -2.5 VS. ALABAMA,Big Cat's Game of the Year - Back Big Cat: Yes - GEORGIA -2.5 VS. ALABAMA (BOOSTED FROM -113) (1/10),Barstool Boost,113,115,$295.71,$158.17,Kevin,No,Barstool,Self,Big Cat,,,,,$158.17,
95,Kevin,1/10/2022,NCAAF,3,$50.00,L,-$50.00,3 lef NCAAF SGP parlay (Georgia vs Alabama),"3 lef NCAAF SGP parlay (Georgia vs Alabama). Alabama ML 1st Quarter (3 Way) +138, Over 24.5 Team Total Points - Alabama -114, Alabama -2.5 +145. Combined +400, no boost",None,400,400,$250.00,$200.00,Kevin,No,Barstool,Self,,,,,,-$50.00,
96,,,,,,,,,,,,,,,,,,,,,,,,,
97,Kevin,1/11/2022,NBA,1,$50.00,L,-$50.00,B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Grizzlies v Warriors,B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Grizzlies v Warriors,FD Boost,-110,120,$110.00,$60.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
98,Kevin,1/11/2022,NHL,1,$50.00,L,-$50.00,"Brayden Point to Score 1+ Goals (v Buffalo, 1/11)","Brayden Point to Score 1+ Goals (v Buffalo, 1/11)",FD Boost,140,175,$137.50,$87.50,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
99,Kevin,1/11/2022,NBA,1,$50.00,L,-$50.00,B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Clippers v Nuggets (1/11),B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Clippers v Nuggets (1/11),FD Boost,-150,-110,$95.45,$45.45,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
100,Kevin,1/11/2022,NCAAB,1,$250.00,W,$238.09,West Virginia -3 (Oklahoma State @ West Virginia),West Virginia -3 (Oklahoma State @ West Virginia),Free Bet,-105,-105,$238.09,$238.09,KellyInVegas / MeganMakinMoney,No,DK,Self,,,,,,$238.09,
101,Kevin,1/11/2022,NFL,1,$10.07,W,$9.15,Hammer The Over (New England Patriots @ Buffalo Bills),Hammer The Over (New England Patriots @ Buffalo Bills),None,-110,-110,$19.22,$9.15,No Brainer,No,DK,Self,,,,,,$9.15,
102,Kevin,1/11/2022,NHL,5,$134.44,W,$443.65,"5+ GOALS IN ALL 5 GAMES (INCLUDING OT AND SHOOTOUT): CHI BLACKHAWKS VS. CBJ BLUE JACKETS, COL AVALANCHE VS. NSH PREDATORS, PIT PENGUINS VS. ANA DUCKS, TOR MAPLE LEAFS VS. VGS GOLDEN KNIGHTS, AND DET RED WINGS VS. SJ SHARKS","Spittin' Chiclets 5 for 5 - Back Chiclets: Yes - 5+ GOALS IN ALL 5 GAMES (INCLUDING OT AND SHOOTOUT): CHI BLACKHAWKS VS. CBJ BLUE JACKETS, COL AVALANCHE VS. NSH PREDATORS, PIT PENGUINS VS. ANA DUCKS, TOR MAPLE LEAFS VS. VGS GOLDEN KNIGHTS, AND DET RED WINGS VS. SJ SHARKS (BOOSTED FROM +260) (1/11)",Barstool Boost,260,330,$578.09,$443.65,Kevin,No,Barstool,Self,,,,,,$443.65,
103,Kevin,1/11/2022,NBA,1,$10.00,L,-$10.00,Zach LaVine - First FG Scorer (Detroit Pistons @ Chicago Bulls),Zach LaVine - First FG Scorer (Detroit Pistons @ Chicago Bulls),None,850,850,$95.00,$85.00,Kevin,No,Barstool,Self,,,,,,-$10.00,
104,Kevin,1/11/2022,NHL,1,$10.00,L,-$10.00,Brayden Point - First Goal Scorer (Tampa Bay Lightning @ Buffalo Sabres),Brayden Point - First Goal Scorer (Tampa Bay Lightning @ Buffalo Sabres),None,700,700,$80.00,$70.00,Kevin,No,Barstool,Self,,,,,,-$10.00,
105,Kevin,1/11/2022,NHL,1,$146.39,W,$134.68,Over 6 Total Goals (Toronton Maple Leafs @ Vegas Golden Knights),Over 6 Total Goals (Toronton Maple Leafs @ Vegas Golden Knights),None,-109,-109,$281.07,$134.68,Mr. Ice,No,Barstool,Self,,,,,,$134.68,
106,,,,,,,,,,,,,,,,,,,,,,,,,
107,Kevin,1/12/2022,NCAAB,2,$50.00,W,$90.00,CBB Super Boost - Both Duke and Notre Dame to Win (Must Play 1/12),CBB Super Boost - Both Duke and Notre Dame to Win (Must Play 1/12),FD Boost,140,180,$140.00,$90.00,Kevin,No,Fan Duel,Self,,,,,,$90.00,
108,Kevin,1/12/2022,NHL,2,$50.00,L,-$50.00,"Auston Matthews to Score 1+ Goals & Toronto to Win in Regulation (1/12, v Arizona)","Auston Matthews to Score 1+ Goals & Toronto to Win in Regulation (1/12, v Arizona)",FD Boost,110,150,$125.00,$75.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
109,Kevin,1/12/2022,NHL,1,$184.00,L,-$184.00,Over 6 Total Goals (Toronto Maple Leafs @ Arizona Coyotes),Over 6 Total Goals (Toronto Maple Leafs @ Arizona Coyotes),None,-115,-115,$344.00,$160.00,Mr. Ice,No,Fan Duel,Self,,,,,,-$184.00,
110,Kevin,1/12/2022,NBA,3,$250.00,L,-$250.00,3 leg NBA SGP (Brookyln Nets @ Chicago Bulls),"3 leg NBA SGP (Brookyln Nets @ Chicago Bulls). Chicago Bulls +8.5, Brooklyn Nets +11.5, Over 226.5 Total Points. Combined +115, no boost",None,115,115,$537.50,$287.50,Kevin,No,DK,Self,,,,,,-$250.00,
111,Kevin,1/12/2022,Soccer,2,$68.81,W,$86.01,REAL MADRID TO ADVANCE VS. BARCELONA (SPANISH SUPERCOPA) AND INTER MILAN TO WIN THE TROPHY VS. JUVENTUS (SUPERCOPPA ITALIANA),Soccer Boosts - REAL MADRID TO ADVANCE VS. BARCELONA (SPANISH SUPERCOPA) AND INTER MILAN TO WIN THE TROPHY VS. JUVENTUS (SUPERCOPPA ITALIANA) (WAS +105) (1/12),Barstool Boost,105,125,$154.82,$86.01,Kevin,No,Barstool,Self,,,,,,$86.01,
112,Kevin,1/12/2022,NFL,1,$25.00,L,-$25.00,Buffalo Bills - Super Bowl XLI (2022) Champions,Buffalo Bills - Super Bowl XLI (2022) Champions,None,800,800,$225.00,$200.00,Kevin,No,Barstool,Self,,,,,,-$25.00,
113,Kevin,1/12/2022,NBA,1,$50.00,W,$45.50,Over 22.5 - TOTAL THREE-POINTERS MADE IN BKN NETS VS. CHI BULLS (1/12),"Bet With Kayce: On Wednesdays, We Bet Overs - Over 22.5 - TOTAL THREE-POINTERS MADE IN BKN NETS VS. CHI BULLS (1/12)",Barstool Boost,-110,-110,$95.50,$45.50,Kevin,No,Barstool,Self,,,,,,$45.50,
114,Kevin,1/12/2022,NHL,1,$10.00,L,-$10.00,Correct Score 4-2 (TOR Maple Leafs @ ARI Coyotes),4-2 - CORRECT SCORE - REGULAR TIME (TOR Maple Leafs @ ARI Coyotes),Barstool Boost,1700,1700,$180.00,$170.00,Kevin,No,Barstool,Self,,,,,,-$10.00,
115,Kevin,1/12/2022,NHL,2,$136.03,L,-$136.03,BATTLE FOR BIZ: AUSTON MATTHEWS TO SCORE A GOAL AND TOR MAPLE LEAFS TO WIN IN REGULATION VS. ARI COYOTES,SPITTIN' CHICLETS X BARSTOOL SPORTSBOOK - Back Chiclets: Yes - BATTLE FOR BIZ: AUSTON MATTHEWS TO SCORE A GOAL AND TOR MAPLE LEAFS TO WIN IN REGULATION VS. ARI COYOTES (BOOSTED FROM +125) (1/12),Barstool Boost,125,150,$340.08,$204.05,Kevin,No,Barstool,Self,,,,,,-$136.03,
116,,,,,,,,,,,,,,,,,,,,,,,,,
117,Kevin,1/13/2022,Golf,3,$50.00,L,-$50.00,"Corey Connors, Talor Gooch, and Abraham Ancer to All Make the Cut (2022 Sony Open)","Corey Connors, Talor Gooch, and Abraham Ancer to All Make the Cut (2022 Sony Open)",FD Boost,105,140,$120.00,$70.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
118,Kevin,1/13/2022,NBA,1,$50.00,L,-$50.00,B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Bucks v Warriors (1/13),B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Bucks v Warriors (1/13),FD Boost,-130,100,$100.00,$50.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
119,Kevin,1/13/2022,NBA,3,$10.00,L,-$10.00,3 leg NBA SGP (Golden State Warriors @ Milwaukee Bucks),"3 leg NBA SGP (Golden State Warriors @ Milwaukee Bucks). Golden State Warriors ML +102, Stephen Curry - Over 26.5 Points -108, Over 223.5 Total Points -110. Combined +485, no boost",None,485,485,$58.58,$48.58,Kevin,No,Fan Duel,Self,,,,,,-$10.00,
120,Kevin,1/13/2022,NBA,1,$50.00,L,-$50.00,Stephen Curry and Klay Thompson to Make 8+ Combined Threes (1/13),Stephen Curry and Klay Thompson to Make 8+ Combined Threes (1/13),FD Boost,100,130,$115.00,$65.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
121,Kevin,1/13/2022,NBA,1,$25.00,W,$22.73,B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Nuggets v Trail Blazers (1/13),B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Nuggets v Trail Blazers (1/13),FD Boost,-140,-110,$47.73,$22.73,Kevin,No,Fan Duel,Self,,,,,,$22.73,
122,Kevin,1/13/2022,NBA,1,$25.00,W,$22.73,B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Nuggets v Trail Blazers (1/13),B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Nuggets v Trail Blazers (1/13),FD Boost,-140,-110,$47.73,$22.73,Kevin,No,Fan Duel,Self,,,,,,$22.73,
123,Kevin,1/13/2022,NBA,1,$104.34,L,-$104.34,Stephen Curry & Giannis Antetokounmpo to combine for 60+ points (1/13),MVP Showcase: Stephen Curry & Giannis Antetokounmpo to combine for 60+ points (1/13),None,135,155,$266.06,$161.72,Kevin,No,DK,Self,,,,,,-$104.34,
124,Kevin,1/13/2022,NHL,1,$250.00,PUSH,$0.00,Over 6 Total Goals (Columbus Blue Jackets @ Carolina Hurricanes),Over 6 Total Goals (Columbus Blue Jackets @ Carolina Hurricanes),Free Bet,-125,-125,$200.00,$200.00,Mr. Ice,No,DK,Self,,,,,,$0.00,
125,Kevin,1/13/2022,NHL,1,$10.00,PUSH,$0.00,Over 6 Total Goals (Columbus Blue Jackets @ Carolina Hurricanes),Over 6 Total Goals (Columbus Blue Jackets @ Carolina Hurricanes),Free Bet,-120,-120,$8.33,$8.33,Mr. Ice,No,DK,Self,,,,,,$0.00,
126,Kevin,1/13/2022,NHL,1,$14.00,PUSH,$0.00,Over 6 Total Goals (Columbus Blue Jackets @ Carolina Hurricanes),Over 6 Total Goals (Columbus Blue Jackets @ Carolina Hurricanes),Free Bet,-120,-120,$11.66,$11.66,Mr. Ice,No,DK,Self,,,,,,$0.00,
127,Kevin,1/13/2022,Soccer,2,$68.22,L,-$68.22,LIVERPOOL TO WIN VS. ARSENAL AND 3+ TOTAL GOALS,EFL Cup Boosts - LIVERPOOL TO WIN VS. ARSENAL AND 3+ TOTAL GOALS (WAS +170) (1/13),Barstool Boost,170,200,$204.66,$136.44,Kevin,No,Barstool,Self,,,,,,-$68.22,
128,Kevin,1/13/2022,NFL,6,$10.00,L,-$10.00,6 leg NFL parlay,"6 leg NFL parlay. Tampa Bay Buccaneers -9 -109 (Philadelphia Eagles @ Tampa Bay Buccaneers), Buffalo Bills -3.5 -118 (New England Patriots @ Buffalo Bills), Pittsburgh Steelers +13 -120 (Pittsburgh Steelers @ Kansas Chiefs), Los Angeles Rams -3.5 -118 (Arizona Cardinals @ Los Angeles Rams), Dallas Cowboys -3 -118 (San Francisco 49ers @ Dallas Cowboys), Las Vegas Raiders +5.5 -110 (Las Vegas Raiders @ Cincinnati Bengals). Combined +4172, no boost",Barstool Boost,-109,-109,$427.24,$417.24,Kevin,No,Barstool,Self,,,,,,-$10.00,
129,Kevin,1/13/2022,NBA,2,$133.19,L,-$133.19,STEPH CURRY AND GIANNIS ANTETOKOUNMPO EACH TO SCORE 25+ POINTS IN GS WARRIORS VS. MIL BUCKS,The GPS - Back Marty: Yes - STEPH CURRY AND GIANNIS ANTETOKOUNMPO EACH TO SCORE 25+ POINTS IN GS WARRIORS VS. MIL BUCKS (BOOSTED FROM +110) (1/13),Barstool Boost,110,140,$319.66,$186.47,Kevin,No,Barstool,Self,Marty,,,,,-$133.19,
130,Kevin,1/13/2022,NCAAB,1,$66.88,W,-$66.88,WISCONSIN TO WIN VS. OHIO STATE AND 135+ TOTAL POINTS,NCAAB Boosts - WISCONSIN TO WIN VS. OHIO STATE AND 135+ TOTAL POINTS (WAS +145) (1/13),Barstool Boost,145,170,$180.58,$113.70,Kevin,No,Barstool,Self,,,,,,-$66.88,
131,,,,,,,,,,,,,,,,,,,,,,,,,
132,Kevin,1/14/2022,NBA,3,$50.00,L,-$50.00,"NBA Happy Hour Boost - Steph Curry, Zach Lavine, and DeMar DeRozan to Each Score 20+ Points (Must Play, 1/14)","NBA Happy Hour Boost - Steph Curry, Zach Lavine, and DeMar DeRozan to Each Score 20+ Points (Must Play, 1/14)",FD Boost,-110,140,$120.00,$70.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
133,Kevin,1/14/2022,NBA,1,$25.00,L,-$25.00,Zach LaVine - First FG Scorer (Golden State Warriors @ Chicago Bulls),Zach LaVine - First FG Scorer (Golden State Warriors @ Chicago Bulls),None,850,850,$237.50,$212.50,Kevin,No,Fan Duel,Self,,?,,,,-$25.00,
134,Kevin,1/14/2022,Multi,4,$250.00,W,$233.98,4 leg multi parlay,"4 leg multi parlay. Morocco ML -400 (Morocco vs Comoros), CSKA Moscow ML -900 (Lyon-Villeurbanne @ CSKA Moscow), Real Madrid ML -435 (Baskonia @ Real Madrid), Under 3.5 Total Goals -750 (Malawi vs Zimbabwe). Combined -108, no boost",Free Bet,-108,-108,$233.98,$233.98,Kevin,No,DK,Self,,,,,,$233.98,
135,Kevin,1/14/2022,Multi,4,$10.00,W,$9.35,4 leg multi parlay,"4 leg multi parlay. Morocco ML -400 (Morocco vs Comoros), CSKA Moscow ML -900 (Lyon-Villeurbanne @ CSKA Moscow), Real Madrid ML -435 (Baskonia @ Real Madrid), Under 3.5 Total Goals -750 (Malawi vs Zimbabwe). Combined -108, no boost",Free Bet,-108,-108,$9.35,$9.35,Kevin,No,DK,Self,,,,,,$9.35,
136,Kevin,1/14/2022,Multi,4,$14.00,W,$13.10,4 leg multi parlay,"4 leg multi parlay. Morocco ML -400 (Morocco vs Comoros), CSKA Moscow ML -900 (Lyon-Villeurbanne @ CSKA Moscow), Real Madrid ML -435 (Baskonia @ Real Madrid), Under 3.5 Total Goals -750 (Malawi vs Zimbabwe). Combined -108, no boost",Free Bet,-108,-108,$13.10,$13.10,Kevin,No,DK,Self,,,,,,$13.10,
137,Kevin,1/14/2022,NCAAB,2,$250.00,W,$477.11,2 leg NCAAB parlay,"2 leg NCAAB parlay. Buffalo ML -290 (Buffalo @ Ball State), Saint Bonaventure ML -145 (VCU @ Saint Bonaventure). Combined +127, boosted to +190.",VIPBoost-NCAAB-Any,127,190,$727.11,$477.11,Kevin,No,DK,Self,,,,,,$477.11,
138,Kevin,1/14/2022,NHL,1,$250.00,W,$208.33,Over 6.5 Total Goals (Arizona Coyotes @ Colorado Avalanche),Over 6.5 Total Goals (Arizona Coyotes @ Colorado Avalanche),None,-120,-120,$458.33,$208.33,Mr. Ice,No,DK,Self,,,,,,$208.33,
139,,,,,,,,,,,,,,,,,,,,,,,,,
140,Kevin,1/15/2022,NFL,2,$50.00,L,-$50.00,Special Offer - Bills and Patriots to Each Score 1+ TDs and 1+ FGs (1/15),Special Offer - Bills and Patriots to Each Score 1+ TDs and 1+ FGs (1/15),FD Boost,-195,100,$100.00,$50.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
141,Kevin,1/15/2022,NFL,1,$50.00,L,-$50.00,2 leg NFL Futures parlay,"2 leg NFL Futures parlay. Buffalo Bills - AFC Champions 2022 +350, Green Bay Packers NFC Champions 2022 +160. Combined +1070, no boost",Free Bet,1070,1070,$535.00,$535.00,Kevin,No,DK,Self,,,,,,$0.00,
142,Kevin,1/15/2022,NFL,1,$38.00,W,$34.54,Over 43 Total Points (New England Patriots @ Buffalo Bills),Over 43 Total Points (New England Patriots @ Buffalo Bills),None,-110,-110,$72.54,$34.54,Big Cat,No,DK,Self,,,,,,$34.54,
143,Kevin,1/15/2022,NFL,1,$25.00,L,-$25.00,Damien Harris - Anytime TD Scorer (New England Patriots @ Buffalo Bills),Damien Harris - Anytime TD Scorer (New England Patriots @ Buffalo Bills),None,123,123,$55.75,$30.75,Kevin,No,Barstool,Self,,,,,,-$25.00,
144,Kevin,1/15/2022,NFL,1,$14.00,W,$12.88,Over 43 Total Points (New England Patriots @ Buffalo Bills),Over 43 Total Points (New England Patriots @ Buffalo Bills),None,-109,-109,$26.88,$12.88,Big Cat,No,Barstool,Self,,,,,,$12.88,
145,,,,,,,,,,,,,,,,,,,,,,,,,
146,Kevin,1/16/2022,NFL,1,$300.00,W,$390.00,Patrick Mahomes - 3rd Quarter Passing TD (Pittsburgh Steelers @ Kansas City Chiefs),Patrick Mahomes - 3rd Quarter Passing TD (Pittsburgh Steelers @ Kansas City Chiefs),None,130,130,$690.00,$390.00,Kevin,No,DK,Self,,,100,,,$390.00,
147,Kevin,1/16/2022,NFL,1,$37.81,W,$34.03,Tampa Bay Buccaneers -7 (Philadelphia Eagles @ Tampa Bay Buccaneers),Tampa Bay Buccaneers -7 (Philadelphia Eagles @ Tampa Bay Buccaneers),None,-112,-112,$71.84,$34.03,Kevin,No,Barstool,Self,,,,,,$34.03,
148,Kevin,1/16/2022,NFL,1,$50.00,W,$45.50,San Francisco 49ers +3.5 (San Francisco 49ers @ Dallas Cowboys),San Francisco 49ers +3.5 (San Francisco 49ers @ Dallas Cowboys),None,-110,-110,$95.50,$45.50,Kevin,No,Barstool,Self,,,,,,$45.50,
149,Kevin,1/16/2022,NFL,1,$50.00,W,$46.00,Over 46.5 Total Points (Pittsburgh Steelers @ Kansas City Chiefs),Over 46.5 Total Points (Pittsburgh Steelers @ Kansas City Chiefs),None,-109,-109,$96.00,$46.00,Kevin,No,Barstool,Self,,,,,,$46.00,
150,,,,,,,,,,,,,,,,,,,,,,,,,
151,Kevin,1/17/2022,NCAAB,2,$50.00,W,$85.00,CBB Odds Boost - Indiana & Delaware Both to Win (1/17),CBB Odds Boost - Indiana & Delaware Both to Win (1/17),FD Boost,130,170,$135.00,$85.00,Kevin,No,Fan Duel,Self,,,,,,$85.00,
152,Kevin,1/17/2022,NBA,1,$50.00,L,-$50.00,B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Hawks v Bucks (1/17),B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Hawks v Bucks (1/17),FD Boost,-140,100,$100.00,$50.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
153,Kevin,1/17/2022,NFL,4,$200.00,L,-$200.00,4 leg NFL SGP (Arizona Cardinals @ Los Angeles Rams),"4 leg NFL SGP (Arizona Cardinals @ Los Angeles Rams). Los Angeles Rams +6.5 -410, Arizona Cardinals +13.5 -380, Over 40.5 Total Points -320, Arizona Cardinals ML 1st Half (3-Way) +165. Combined +462, no boost",None,462,462,"$1,124.43",$924.43,Kevin,No,Fan Duel,Self,,,,,,-$200.00,
154,Kevin,1/17/2022,NHL,1,$200.00,W,$200.00,Over 6 Total Goals (Nashville Predators @ St. Louis Blues),Over 6 Total Goals (Nashville Predators @ St. Louis Blues),None,100,100,$400.00,$200.00,Mr. Ice,No,Fan Duel,Self,,,,,,$200.00,
155,Kevin,1/17/2022,NHL,1,$250.00,W,$250.00,Over 6 Total Goals (Nashville Predators @ St. Louis Blues),Over 6 Total Goals (Nashville Predators @ St. Louis Blues),None,100,100,$500.00,$250.00,Mr. Ice,No,Fan Duel,Self,,,,,,$250.00,
156,Kevin,1/17/2022,NHL,1,$5.00,W,$5.00,Over 6 Total Goals (Nashville Predators @ St. Louis Blues),Over 6 Total Goals (Nashville Predators @ St. Louis Blues),None,100,100,$10.00,$5.00,Mr. Ice,No,Fan Duel,Self,,,,,,$5.00,
157,Kevin,1/17/2022,NFL,2,$50.00,W,$55.00,Wild Card MNF Flash Boost - Matthew Stafford to Have 1+ Passing TDs in Each Half (1/17),Wild Card MNF Flash Boost - Matthew Stafford to Have 1+ Passing TDs in Each Half (1/17),FD Boost,-120,110,$105.00,$55.00,Kevin,No,Fan Duel,Self,,,,,,$55.00,
158,Kevin,1/17/2022,NFL,1,$134.50,L,-$134.50,COOPER KUPP TO SCORE THE FIRST TOUCHDOWN IN ARI CARDINALS VS. LA RAMS,The People's Pick - Back Barstool: Yes - COOPER KUPP TO SCORE THE FIRST TOUCHDOWN IN ARI CARDINALS VS. LA RAMS (BOOSTED FROM +550) (1/17),Barstool Boost,550,800,"$1,210.50","$1,076.00",Kevin,No,Barstool,Self,Barstool,,,,,-$134.50,
159,Kevin,1/17/2022,NFL,1,$50.00,L,-$50.00,Over 48.5 Total Points (Arizona Cardinals @ Los Angeles Rams),Over 48.5 Total Points (Arizona Cardinals @ Los Angeles Rams),None,-112,-112,$95.00,$45.00,Kevin,No,Barstool,Self,,,,,,-$50.00,
160,Kevin,1/17/2022,NFL,4,$25.00,L,-$25.00,4 leg NFL SGP (Arizona Cardinals @ Los Angeles Rams),"4 leg NFL SGP (Arizona Cardinals @ Los Angeles Rams). Arizona Cardinals ML 1st Half (3-Way) +135, James Conner - Anytime TD Scorer +145, Arizona Cardinals - Over 22.5 Team Total Points -121, Over 48.5 Total Points -112. Combined +750, no boost.",None,750,750,$212.50,$187.50,Kevin,No,Barstool,Self,,,,,,-$25.00,
161,,,,,,,,,,,,,,,,,,,,,,,,,
162,Kevin,1/18/2022,NBA,1,$50.00,W,$40.00,B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Timberwolves v Knicks (1/18),B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Timberwolves v Knicks (1/18),FD Boost,-200,-125,$90.00,$40.00,Kevin,No,Fan Duel,Self,,,,,,$40.00,
163,Kevin,1/18/2022,NBA,1,$50.00,W,$50.00,B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Pistons v Warriors (1/18),B/R Betting 3x2 Boost - 2 or More 3-Point FGs Made in the First 3 Minutes of Pistons v Warriors (1/18),FD Boost,-150,100,$100.00,$50.00,Kevin,No,Fan Duel,Self,,,,,,$50.00,
164,Kevin,1/18/2022,NHL,1,$50.00,L,-$50.00,Dallas Stars to Win by 3+ Goals (1/18 v Canadiens),Dallas Stars to Win by 3+ Goals (1/18 v Canadiens),FD Boost,130,160,$130.00,$80.00,Kevin,No,Fan Duel,Self,,,,,,-$50.00,
165,Kevin,1/18/2022,NHL,1,$200.00,L,-$200.00,Over 4.5 Total Goals (Vancouver Canucks @ Nashville Predators),Over 4.5 Total Goals (Vancouver Canucks @ Nashville Predators),None,-113,-113,$376.99,$176.99,Kevin,Yes,Fan Duel,Self,,,,,,-$200.00,
166,Kevin,1/18/2022,NHL,1,$103.98,W,$109.17,Over 1.5 goals scored in the 1st period - Hurricanes vs Bruins (1/18),Early Celly: Over 1.5 goals scored in the 1st period - Hurricanes vs Bruins (1/18),DK Pre Made Boost,-110,105,$213.15,$109.17,Kevin,No,DK,Self,,,,,,$109.17,
167,Kevin,1/18/2022,NBA,1,$103.48,L,-$103.48,Karl-Anthony Towns & Julius Randle to combine for 70+ points/rebounds (1/18),Big Cats: Karl-Anthony Towns & Julius Randle to combine for 70+ points/rebounds (1/18),DK Pre Made Boost,210,240,$351.83,$248.35,Kevin,No,DK,Self,,,,,,-$103.48,
